equipment_id,cycle,vibration_rms,temperature,current,runtime_hours
EQ005,104,1.3188,75.33,14.169,260.0
EQ005,105,1.3335,75.8,14.098,262.5
EQ005,106,1.3579,75.9,14.272,265.0
EQ005,107,1.3538,76.22,14.219,267.5
EQ005,108,1.3795,76.62,14.447,270.0
EQ005,109,1.384,76.57,14.503,272.5
EQ005,110,1.3817,77.68,14.348,275.0
EQ005,111,1.3933,77.47,14.606,277.5
EQ005,112,1.4089,77.8,14.568,280.0
EQ005,113,1.413,78.09,14.746,282.5
EQ005,114,1.4203,77.65,14.702,285.0
EQ005,115,1.4235,78.53,14.686,287.5
EQ005,116,1.4449,80.08,14.864,290.0
EQ005,117,1.4476,80.1,14.855,292.5
EQ005,118,1.4566,79.83,14.805,295.0
EQ005,119,1.4696,80.72,14.991,297.5
EQ005,120,1.4792,80.65,15.101,300.0
EQ006,1,0.2655,33.79,7.672,2.5
EQ006,2,0.2804,33.32,7.759,5.0
EQ006,3,0.3068,34.54,7.925,7.5
EQ006,4,0.3115,34.32,7.867,10.0
EQ006,5,0.3077,35.72,7.844,12.5
EQ006,6,0.3336,35.97,8.133,15.0
EQ006,7,0.3298,36.33,8.216,17.5
EQ006,8,0.3369,35.85,7.93,20.0
EQ006,9,0.3594,36.14,8.098,22.5
EQ006,10,0.3659,37.4,8.209,25.0
EQ006,11,0.373,38.26,8.145,27.5
EQ006,12,0.3732,37.87,8.335,30.0
EQ006,13,0.3981,38.78,8.41,32.5
EQ006,14,0.3866,39.7,8.484,35.0
EQ006,15,0.4149,40.17,8.277,37.5
EQ006,16,0.4115,39.59,8.514,40.0
EQ006,17,0.4155,40.61,8.613,42.5
EQ006,18,0.4421,40.85,8.471,45.0
EQ006,19,0.4359,41.66,8.659,47.5
EQ006,20,0.4532,41.42,8.482,50.0
EQ006,21,0.4521,42.78,8.588,52.5
EQ006,22,0.4739,42.84,8.637,55.0
EQ006,23,0.4831,43.24,8.785,57.5
EQ006,24,0.5191,42.63,8.916,60.0
EQ006,25,0.4979,44.03,8.913,62.5
EQ006,26,0.5015,44.24,8.776,65.0
EQ006,27,0.5241,44.69,9.023,67.5
EQ006,28,0.5378,45.15,9.031,70.0
EQ006,29,0.5276,45.14,9.161,72.5
EQ006,30,0.56,45.76,9.116,75.0
EQ006,31,0.5458,46.75,9.213,77.5
EQ006,32,0.5835,46.36,9.176,80.0
EQ006,33,0.5756,47.39,9.236,82.5
EQ006,34,0.5737,47.91,9.358,85.0
EQ006,35,0.5825,48.53,9.441,87.5
EQ006,36,0.6022,48.45,9.438,90.0
EQ006,37,0.6015,48.85,9.269,92.5
EQ006,38,0.6281,48.64,9.608,95.0
EQ006,39,0.6252,49.61,9.485,97.5
EQ006,40,0.6348,50.69,9.383,100.0
EQ006,41,0.6597,50.68,9.532,102.5
EQ006,42,0.6454,51.65,9.6,105.0
EQ006,43,0.6538,51.86,9.749,107.5
EQ006,44,0.6652,51.91,9.687,110.0
EQ006,45,0.6947,52.68,9.859,112.5
EQ006,46,0.6966,53.39,9.863,115.0
EQ006,47,0.6903,53.29,10.077,117.5
EQ006,48,0.7012,53.39,9.99,120.0
EQ006,49,0.72,53.57,10.094,122.5
EQ006,50,0.753,54.47,9.978,125.0
EQ006,51,0.7235,54.92,10.186,127.5
EQ006,52,0.7529,55.24,10.097,130.0
EQ006,53,0.7465,56.0,10.264,132.5
EQ006,54,0.7511,56.73,10.284,135.0
EQ006,55,0.7898,55.98,10.176,137.5
EQ006,56,0.7835,57.15,10.476,140.0
EQ006,57,0.8013,57.28,10.297,142.5
EQ006,58,0.8157,57.42,10.556,145.0
EQ006,59,0.8098,58.86,10.527,147.5
EQ006,60,0.8205,58.45,10.492,150.0
EQ006,61,0.8353,59.11,10.519,152.5
EQ006,62,0.8386,59.54,10.443,155.0
EQ006,63,0.854,59.54,10.568,157.5
EQ006,64,0.8418,59.64,10.599,160.0
EQ006,65,0.8608,61.57,10.712,162.5
EQ006,66,0.8788,61.37,10.812,165.0
EQ006,67,0.8855,61.16,10.964,167.5
EQ006,68,0.9136,61.39,10.813,170.0
EQ006,69,0.9019,62.11,10.982,172.5
EQ006,70,0.9066,63.79,11.084,175.0
EQ006,71,0.9252,63.76,11.124,177.5
EQ006,72,0.9267,63.45,11.089,180.0
EQ006,73,0.9501,64.26,11.003,182.5
EQ006,74,0.9427,64.6,11.17,185.0
EQ006,75,0.9796,64.5,11.264,187.5
EQ006,76,0.984,66.39,11.238,190.0
EQ006,77,0.9832,66.14,11.333,192.5
EQ006,78,0.9866,66.51,11.161,195.0
EQ006,79,1.0036,66.81,11.393,197.5
EQ006,80,1.0264,66.92,11.425,200.0
EQ006,81,1.0351,67.28,11.461,202.5
EQ006,82,1.0229,68.38,11.568,205.0
EQ006,83,1.0206,68.25,11.55,207.5
EQ006,84,1.042,69.06,11.679,210.0
EQ006,85,1.0342,69.75,11.712,212.5
EQ006,86,1.075,69.93,11.827,215.0
EQ006,87,1.0751,70.71,11.828,217.5
EQ006,88,1.0786,71.51,11.904,220.0
EQ006,89,1.0945,70.52,11.777,222.5
EQ006,90,1.1009,71.51,11.878,225.0
EQ006,91,1.1086,72.52,12.029,227.5
EQ006,92,1.105,72.26,11.956,230.0
EQ006,93,1.1218,72.57,12.029,232.5
EQ006,94,1.1223,73.11,12.069,235.0
EQ006,95,1.1148,74.41,12.248,237.5
EQ006,96,1.1495,74.02,12.114,240.0
EQ006,97,1.1794,75.2,12.268,242.5
EQ006,98,1.1819,74.94,12.195,245.0
EQ006,99,1.1768,75.35,12.312,247.5
EQ006,100,1.1879,75.68,12.389,250.0
EQ006,101,1.1998,75.72,12.385,252.5
EQ006,102,1.1956,76.96,12.321,255.0
EQ006,103,1.2292,77.56,12.512,257.5
EQ006,104,1.2009,77.28,12.578,260.0
EQ006,105,1.226,77.65,12.753,262.5
EQ006,106,1.252,77.91,12.549,265.0
EQ006,107,1.2512,78.62,12.764,267.5
EQ006,108,1.2584,79.34,12.926,270.0
EQ006,109,1.2811,79.54,12.803,272.5
EQ006,110,1.2786,80.46,12.815,275.0
EQ006,111,1.2918,80.43,12.871,277.5
EQ006,112,1.2868,80.97,12.954,280.0
EQ006,113,1.3148,81.05,13.103,282.5
EQ006,114,1.3102,82.38,12.913,285.0
EQ006,115,1.3325,82.31,13.036,287.5
EQ006,116,1.3416,83.06,12.969,290.0
EQ006,117,1.3516,81.98,13.116,292.5
EQ006,118,1.3721,83.17,13.146,295.0
EQ006,119,1.363,84.65,13.14,297.5
EQ006,120,1.3637,84.85,13.482,300.0
