equipment_id,cycle,runtime_hours,vib_mean,vib_std,vib_max,temp_mean,temp_std,curr_mean,health_score,alert_level
EQ003,98,245.0,0.8258,0.019,0.8553,66.77,0.95,11.107,35.7,预警
EQ003,99,247.5,0.832,0.0189,0.8596,67.05,0.89,11.167,35.0,预警
EQ003,100,250.0,0.8386,0.022,0.8783,67.33,0.69,11.209,33.8,预警
EQ003,101,252.5,0.8447,0.0181,0.8783,67.58,0.75,11.252,33.4,预警
EQ003,102,255.0,0.8478,0.0187,0.8783,67.88,0.67,11.297,32.8,预警
EQ003,103,257.5,0.8551,0.0187,0.8881,68.15,0.81,11.331,32.1,预警
EQ003,104,260.0,0.8619,0.0192,0.8939,68.44,0.85,11.363,31.5,预警
EQ003,105,262.5,0.8685,0.0243,0.9149,68.75,1.09,11.395,30.2,预警
EQ003,106,265.0,0.8767,0.0239,0.9149,69.11,1.17,11.422,29.8,危险
EQ003,107,267.5,0.8845,0.0234,0.9184,69.53,1.24,11.449,29.2,危险
EQ003,108,270.0,0.8897,0.0221,0.9184,69.89,1.3,11.496,28.6,危险
EQ003,109,272.5,0.8966,0.0222,0.9279,70.25,1.27,11.531,27.7,危险
EQ003,110,275.0,0.9002,0.022,0.9279,70.69,1.17,11.587,27.1,危险
EQ003,111,277.5,0.9076,0.019,0.9322,71.03,1.08,11.614,26.5,危险
EQ003,112,280.0,0.9156,0.0163,0.9456,71.4,0.97,11.66,25.4,危险
EQ003,113,282.5,0.9225,0.0179,0.9578,71.7,0.88,11.709,24.4,危险
EQ003,114,285.0,0.9274,0.0159,0.9578,72.04,0.73,11.749,23.9,危险
EQ003,115,287.5,0.932,0.0181,0.9609,72.29,0.72,11.797,23.4,危险
EQ003,116,290.0,0.938,0.0205,0.973,72.55,0.69,11.832,22.5,危险
EQ003,117,292.5,0.945,0.0242,0.9882,72.86,0.87,11.869,21.4,危险
EQ003,118,295.0,0.9527,0.0231,0.9882,73.12,0.87,11.908,21.0,危险
EQ003,119,297.5,0.9585,0.0234,0.9882,73.41,0.86,11.937,20.6,危险
EQ003,120,300.0,0.9652,0.0192,0.9882,73.65,0.87,11.96,20.3,危险
EQ004,10,25.0,0.3807,0.0189,0.4152,38.96,1.28,8.12,91.8,正常
EQ004,11,27.5,0.3897,0.0211,0.4352,39.34,1.13,8.153,90.5,正常
EQ004,12,30.0,0.396,0.0229,0.4352,39.73,0.99,8.194,90.0,正常
EQ004,13,32.5,0.4025,0.0223,0.4352,40.02,0.85,8.236,89.5,正常
EQ004,14,35.0,0.4081,0.0214,0.4352,40.36,0.82,8.301,88.9,正常
EQ004,15,37.5,0.4129,0.0204,0.4352,40.74,0.94,8.348,88.3,正常
EQ004,16,40.0,0.4196,0.0197,0.4473,41.13,1.03,8.395,87.2,正常
EQ004,17,42.5,0.426,0.0221,0.4628,41.45,1.21,8.442,86.1,正常
EQ004,18,45.0,0.4338,0.0179,0.4628,41.78,1.18,8.473,85.7,正常
EQ004,19,47.5,0.4439,0.0233,0.5005,42.15,1.35,8.516,83.7,正常
EQ004,20,50.0,0.4489,0.0219,0.5005,42.58,1.35,8.549,83.2,正常
EQ004,21,52.5,0.4544,0.0246,0.5005,42.98,1.29,8.596,82.6,正常
EQ004,22,55.0,0.4608,0.0259,0.5005,43.38,1.27,8.622,82.1,正常
EQ004,23,57.5,0.4675,0.0256,0.5005,43.81,1.05,8.666,81.5,正常
EQ004,24,60.0,0.4782,0.0294,0.5357,44.22,1.01,8.695,79.7,正常
EQ004,25,62.5,0.4873,0.0273,0.5357,44.59,1.07,8.744,79.1,正常
EQ004,26,65.0,0.4952,0.0259,0.5357,45.02,1.24,8.775,78.6,正常
EQ004,27,67.5,0.502,0.0255,0.5357,45.33,1.22,8.826,78.1,正常
EQ004,28,70.0,0.5087,0.0215,0.5357,45.74,1.08,8.873,77.5,正常
EQ004,29,72.5,0.5137,0.0246,0.5504,46.11,1.19,8.917,76.4,正常
EQ004,30,75.0,0.522,0.0204,0.5504,46.45,1.16,8.945,75.9,正常
EQ004,31,77.5,0.5282,0.0192,0.5524,46.83,1.12,9.009,75.2,正常
EQ004,32,80.0,0.5353,0.0188,0.5659,47.15,1.04,9.065,74.1,正常
EQ004,33,82.5,0.5435,0.018,0.5787,47.65,1.14,9.094,73.1,正常
EQ004,34,85.0,0.5456,0.0182,0.5787,48.09,1.26,9.143,72.4,正常
EQ004,35,87.5,0.5508,0.0181,0.5787,48.48,1.28,9.162,72.0,正常
EQ004,36,90.0,0.5571,0.0193,0.5894,48.79,1.36,9.222,71.0,正常
EQ004,37,92.5,0.5626,0.019,0.5894,49.21,1.28,9.253,70.5,正常
EQ004,38,95.0,0.5707,0.0184,0.6059,49.57,1.17,9.295,69.3,关注
EQ004,39,97.5,0.5757,0.0189,0.6059,49.94,1.23,9.355,68.7,关注
EQ004,40,100.0,0.5824,0.0198,0.6149,50.36,1.15,9.397,67.8,关注
EQ004,41,102.5,0.5893,0.0201,0.6212,50.75,1.08,9.441,67.0,关注
EQ004,42,105.0,0.5947,0.0204,0.6212,51.25,1.0,9.497,66.3,关注
EQ004,43,107.5,0.6009,0.0238,0.641,51.61,1.18,9.556,64.9,关注
EQ004,44,110.0,0.6102,0.0227,0.649,51.92,1.22,9.606,64.0,关注
EQ004,45,112.5,0.6191,0.0241,0.663,52.25,1.18,9.659,63.0,关注
EQ004,46,115.0,0.6259,0.0243,0.663,52.59,1.13,9.694,62.5,关注
EQ004,47,117.5,0.6351,0.025,0.6784,52.95,1.09,9.745,61.3,关注
EQ004,48,120.0,0.6419,0.0253,0.6784,53.4,1.05,9.773,60.8,关注
EQ004,49,122.5,0.6492,0.0228,0.6784,53.77,1.08,9.819,60.3,关注
EQ004,50,125.0,0.6559,0.0215,0.682,54.08,0.95,9.878,59.5,关注
EQ004,51,127.5,0.6626,0.02,0.6875,54.41,0.86,9.896,58.9,关注
EQ004,52,130.0,0.6704,0.017,0.699,54.71,0.94,9.913,58.2,关注
EQ004,53,132.5,0.678,0.019,0.7168,55.07,1.19,9.958,57.0,关注
EQ004,54,135.0,0.6835,0.0176,0.7168,55.45,1.21,9.992,56.5,关注
EQ004,55,137.5,0.6899,0.0205,0.7277,55.88,1.26,10.04,55.4,关注
EQ004,56,140.0,0.6972,0.0204,0.7295,56.32,1.25,10.095,54.7,关注
EQ004,57,142.5,0.7036,0.0234,0.7427,56.75,1.28,10.139,53.6,关注
EQ004,58,145.0,0.7119,0.0259,0.7567,57.11,1.35,10.193,52.5,关注
EQ004,59,147.5,0.7209,0.0267,0.7636,57.52,1.4,10.223,51.7,关注
EQ004,60,150.0,0.7279,0.0247,0.7636,57.98,1.27,10.265,51.1,关注
EQ004,61,152.5,0.7357,0.0229,0.7655,58.43,1.15,10.327,50.3,关注
EQ004,62,155.0,0.7439,0.0231,0.7812,58.84,1.05,10.395,49.0,预警
EQ004,63,157.5,0.7489,0.0221,0.7812,59.19,1.1,10.447,48.4,预警
EQ004,64,160.0,0.7568,0.0181,0.7822,59.54,0.98,10.485,47.9,预警
EQ004,65,162.5,0.7621,0.0165,0.7822,59.87,0.94,10.531,47.3,预警
EQ004,66,165.0,0.7676,0.0136,0.7843,60.23,0.95,10.57,46.8,预警
EQ004,67,167.5,0.7729,0.0133,0.7962,60.64,1.1,10.617,45.7,预警
EQ004,68,170.0,0.7795,0.0188,0.8226,60.98,1.07,10.673,44.2,预警
EQ004,69,172.5,0.784,0.0198,0.8226,61.37,1.16,10.722,43.5,预警
EQ004,70,175.0,0.792,0.0213,0.8317,61.7,1.1,10.754,42.7,预警
EQ004,71,177.5,0.7993,0.0235,0.8391,62.03,1.07,10.787,42.0,预警
EQ004,72,180.0,0.8038,0.0239,0.8391,62.44,1.17,10.813,41.5,预警
EQ004,73,182.5,0.8124,0.0245,0.8526,62.83,1.24,10.836,40.6,预警
EQ004,74,185.0,0.8202,0.026,0.8599,63.25,1.2,10.88,39.7,预警
EQ004,75,187.5,0.8272,0.0237,0.8599,63.59,1.04,10.929,39.2,预警
EQ004,76,190.0,0.834,0.0199,0.8599,63.97,1.05,10.962,38.7,预警
EQ004,77,192.5,0.8426,0.0201,0.8817,64.28,1.14,10.999,37.4,预警
EQ004,78,195.0,0.8492,0.0232,0.8892,64.71,1.14,11.038,36.5,预警
EQ004,79,197.5,0.8577,0.0223,0.8936,64.99,1.13,11.085,35.9,预警
EQ004,80,200.0,0.8648,0.024,0.902,65.38,1.03,11.134,35.0,预警
EQ004,81,202.5,0.8711,0.0247,0.9024,65.8,0.99,11.176,34.4,预警
EQ004,82,205.0,0.8809,0.0244,0.9241,66.19,1.17,11.218,33.0,预警
EQ004,83,207.5,0.8879,0.0254,0.9241,66.6,1.33,11.27,32.4,预警
EQ004,84,210.0,0.8954,0.027,0.9346,67.05,1.49,11.325,31.3,预警
EQ004,85,212.5,0.9036,0.0246,0.9346,67.55,1.4,11.367,30.7,预警
EQ004,86,215.0,0.9122,0.0197,0.9379,67.92,1.36,11.425,29.9,危险
EQ004,87,217.5,0.9176,0.018,0.9379,68.37,1.4,11.475,29.3,危险
EQ004,88,220.0,0.9225,0.0161,0.9379,68.76,1.39,11.498,28.8,危险
EQ004,89,222.5,0.9296,0.0174,0.9648,69.23,1.26,11.531,27.2,危险
EQ004,90,225.0,0.9361,0.018,0.9667,69.73,1.2,11.572,26.5,危险
EQ004,91,227.5,0.942,0.0155,0.9667,70.18,1.15,11.628,25.8,危险
EQ004,92,230.0,0.9476,0.0178,0.9795,70.56,1.13,11.692,24.7,危险
EQ004,93,232.5,0.9532,0.018,0.9795,70.87,1.06,11.742,24.1,危险
EQ004,94,235.0,0.9607,0.0236,1.0102,71.2,1.11,11.77,22.6,危险
EQ004,95,237.5,0.9694,0.0276,1.0202,71.51,1.06,11.809,21.7,危险
EQ004,96,240.0,0.9767,0.0279,1.0202,71.97,1.04,11.847,21.2,危险
EQ004,97,242.5,0.9849,0.0269,1.0202,72.31,1.06,11.886,20.6,危险
EQ004,98,245.0,0.9938,0.0244,1.0268,72.58,0.88,11.944,19.8,危险
EQ004,99,247.5,1.0004,0.0246,1.0306,72.88,0.82,11.995,19.2,危险
EQ004,100,250.0,1.007,0.0235,1.0331,73.25,1.08,12.054,18.4,危险
EQ004,101,252.5,1.0146,0.0196,1.0374,73.57,1.14,12.081,17.9,危险
EQ004,102,255.0,1.0211,0.0176,1.0446,73.92,1.21,12.107,17.2,危险
EQ004,103,257.5,1.0277,0.012,1.0447,74.34,1.21,12.146,16.6,危险
EQ004,104,260.0,1.0322,0.013,1.055,74.74,1.29,12.191,15.6,危险
EQ004,105,262.5,1.0374,0.017,1.0725,75.18,1.29,12.236,14.5,危险
EQ004,106,265.0,1.0445,0.0191,1.0815,75.48,1.32,12.271,14.0,危险
EQ004,107,267.5,1.0508,0.0199,1.0818,75.81,1.31,12.312,13.7,危险
EQ004,108,270.0,1.0557,0.0193,1.0818,76.27,1.07,12.356,13.5,危险
EQ004,109,272.5,1.0621,0.0206,1.0953,76.69,0.93,12.395,12.8,危险
EQ004,110,275.0,1.0698,0.0226,1.1096,77.04,1.09,12.421,12.1,危险
EQ004,111,277.5,1.076,0.0213,1.1096,77.39,0.99,12.46,11.9,危险
EQ004,112,280.0,1.0831,0.0214,1.1152,77.73,0.96,12.499,11.5,危险
EQ004,113,282.5,1.0907,0.02,1.1211,78.09,1.03,12.542,11.0,危险
EQ004,114,285.0,1.0979,0.0188,1.1271,78.42,1.08,12.583,10.6,危险
EQ004,115,287.5,1.1046,0.0203,1.1393,78.74,1.11,12.631,9.8,危险
EQ004,116,290.0,1.1093,0.0199,1.1393,79.13,1.11,12.678,9.6,危险
EQ004,117,292.5,1.1167,0.0219,1.1554,79.65,1.31,12.725,8.8,危险
EQ004,118,295.0,1.1242,0.0191,1.1554,80.05,1.28,12.756,8.6,危险
EQ004,119,297.5,1.1313,0.0203,1.1667,80.41,1.22,12.807,7.9,危险
EQ004,120,300.0,1.1373,0.0217,1.1689,80.75,1.27,12.851,7.5,危险
EQ005,10,25.0,0.3529,0.0266,0.4032,38.94,1.25,8.961,87.6,正常
EQ005,11,27.5,0.3625,0.0309,0.4187,39.27,1.16,9.002,86.5,正常
EQ005,12,30.0,0.3705,0.0299,0.4187,39.6,1.15,9.046,86.0,正常
EQ005,13,32.5,0.3794,0.0293,0.4187,40.02,0.95,9.097,85.3,正常
EQ005,14,35.0,0.3893,0.032,0.442,40.35,0.85,9.163,83.8,正常
EQ005,15,37.5,0.4005,0.0337,0.4557,40.62,0.94,9.201,82.9,正常
EQ005,16,40.0,0.4102,0.0328,0.4557,41.0,1.13,9.259,82.2,正常
EQ005,17,42.5,0.4213,0.028,0.458,41.43,1.11,9.291,81.6,正常
EQ005,18,45.0,0.4322,0.0277,0.4801,41.82,1.13,9.345,80.2,正常
EQ005,19,47.5,0.4393,0.0285,0.4801,42.09,1.17,9.384,79.7,正常
EQ005,20,50.0,0.4506,0.03,0.5053,42.42,1.19,9.454,78.2,正常
EQ005,21,52.5,0.4569,0.0293,0.5053,42.81,1.11,9.505,77.5,正常
EQ005,22,55.0,0.4671,0.0261,0.5053,43.16,1.05,9.56,76.9,正常
EQ005,23,57.5,0.4779,0.0258,0.5257,43.55,1.04,9.6,75.6,正常
EQ005,24,60.0,0.4848,0.0245,0.5257,43.93,0.94,9.655,75.0,正常
EQ005,25,62.5,0.4908,0.0239,0.5257,44.3,0.9,9.71,74.4,正常
EQ005,26,65.0,0.5023,0.0292,0.5664,44.61,0.99,9.765,72.3,正常
EQ005,27,67.5,0.5129,0.0304,0.5664,44.87,0.95,9.833,71.7,正常
EQ005,28,70.0,0.5223,0.0333,0.5744,45.24,1.11,9.921,70.6,正常
EQ005,29,72.5,0.5309,0.031,0.5744,45.72,1.26,9.968,70.0,正常
EQ005,30,75.0,0.5399,0.035,0.595,46.11,1.26,10.014,68.6,关注
EQ005,31,77.5,0.5513,0.0328,0.5963,46.51,1.28,10.056,68.0,关注
EQ005,32,80.0,0.5629,0.0343,0.6194,46.9,1.22,10.105,66.5,关注
EQ005,33,82.5,0.572,0.0354,0.6194,47.33,1.31,10.172,65.8,关注
EQ005,34,85.0,0.5844,0.0337,0.6353,47.69,1.23,10.228,64.6,关注
EQ005,35,87.5,0.5978,0.0298,0.6485,48.15,1.32,10.285,63.4,关注
EQ005,36,90.0,0.607,0.0327,0.6582,48.54,1.28,10.345,62.4,关注
EQ005,37,92.5,0.616,0.032,0.6582,49.02,1.1,10.391,61.8,关注
EQ005,38,95.0,0.6256,0.0325,0.6707,49.38,1.07,10.415,60.9,关注
EQ005,39,97.5,0.6375,0.0283,0.6801,49.68,1.13,10.483,59.9,关注
EQ005,40,100.0,0.6481,0.0302,0.701,50.09,1.14,10.537,58.5,关注
EQ005,41,102.5,0.6577,0.0273,0.701,50.48,1.16,10.609,57.7,关注
EQ005,42,105.0,0.6683,0.0308,0.7257,50.84,1.03,10.67,56.2,关注
EQ005,43,107.5,0.677,0.0272,0.7257,51.14,1.04,10.735,55.6,关注
EQ005,44,110.0,0.6861,0.0269,0.7261,51.57,0.96,10.781,55.0,关注
EQ005,45,112.5,0.6956,0.0287,0.7439,51.81,0.97,10.837,53.8,关注
EQ005,46,115.0,0.7019,0.0266,0.7439,52.17,0.94,10.867,53.3,关注
EQ005,47,117.5,0.7137,0.029,0.7725,52.54,1.04,10.925,51.6,关注
EQ005,48,120.0,0.7252,0.0323,0.7856,52.87,0.97,10.991,50.5,关注
EQ005,49,122.5,0.7361,0.0336,0.7896,53.22,0.97,11.041,49.8,预警
EQ005,50,125.0,0.744,0.0336,0.7896,53.52,0.99,11.093,49.3,预警
EQ005,51,127.5,0.7542,0.0319,0.7948,53.81,1.02,11.149,48.5,预警
EQ005,52,130.0,0.7624,0.0339,0.8074,54.21,1.05,11.2,47.4,预警
EQ005,53,132.5,0.7721,0.0296,0.8074,54.61,1.08,11.23,46.9,预警
EQ005,54,135.0,0.7824,0.0297,0.8291,54.89,1.08,11.301,45.5,预警
EQ005,55,137.5,0.7929,0.0326,0.8488,55.31,1.06,11.364,44.0,预警
EQ005,56,140.0,0.805,0.025,0.8488,55.71,1.13,11.432,43.3,预警
EQ005,57,142.5,0.8139,0.0277,0.8621,56.1,1.28,11.487,42.2,预警
EQ005,58,145.0,0.8226,0.0309,0.8723,56.44,1.17,11.519,41.4,预警
EQ005,59,147.5,0.8315,0.0328,0.8781,56.82,1.19,11.554,40.7,预警
EQ005,60,150.0,0.8449,0.0359,0.9133,57.28,1.26,11.617,38.6,预警
EQ005,61,152.5,0.8554,0.0351,0.9133,57.69,1.16,11.654,38.1,预警
EQ005,62,155.0,0.8656,0.0345,0.9133,58.05,1.19,11.702,37.5,预警
EQ005,63,157.5,0.8777,0.0309,0.9222,58.4,1.19,11.755,36.6,预警
EQ005,64,160.0,0.8868,0.0286,0.9222,58.81,1.05,11.808,36.0,预警
EQ005,65,162.5,0.8963,0.0303,0.9443,59.12,0.96,11.855,34.6,预警
EQ005,66,165.0,0.9055,0.0257,0.9443,59.51,1.09,11.903,34.0,预警
EQ005,67,167.5,0.9151,0.0255,0.9576,59.88,1.24,11.94,33.0,预警
EQ005,68,170.0,0.9233,0.0236,0.9576,60.29,1.07,12.01,32.3,预警
EQ005,69,172.5,0.9318,0.021,0.9631,60.54,0.93,12.069,31.6,预警
EQ005,70,175.0,0.9398,0.0269,0.9937,60.9,1.14,12.113,29.9,危险
EQ005,71,177.5,0.9492,0.0277,0.994,61.32,1.22,12.16,29.3,危险
EQ005,72,180.0,0.9587,0.0287,1.0041,61.68,1.25,12.227,28.2,危险
EQ005,73,182.5,0.9677,0.03,1.0128,62.06,1.25,12.275,27.3,危险
EQ005,74,185.0,0.9778,0.0294,1.0213,62.46,1.25,12.306,26.5,危险
EQ005,75,187.5,0.9872,0.032,1.0383,62.9,1.16,12.353,25.2,危险
EQ005,76,190.0,0.9989,0.0314,1.0493,63.19,1.15,12.408,24.2,危险
EQ005,77,192.5,1.0095,0.0335,1.0636,63.51,1.23,12.467,23.1,危险
EQ005,78,195.0,1.021,0.0324,1.0697,63.93,1.24,12.496,22.4,危险
EQ005,79,197.5,1.0336,0.0318,1.0889,64.4,0.94,12.557,20.9,危险
EQ005,80,200.0,1.0441,0.0343,1.0992,64.66,0.91,12.608,20.1,危险
EQ005,81,202.5,1.0541,0.0328,1.0992,64.95,0.94,12.69,19.4,危险
EQ005,82,205.0,1.0636,0.0305,1.0992,65.29,0.94,12.742,18.8,危险
EQ005,83,207.5,1.0728,0.0276,1.1049,65.64,0.95,12.817,17.9,危险
EQ005,84,210.0,1.083,0.0254,1.1235,65.99,1.01,12.875,16.6,危险
EQ005,85,212.5,1.0913,0.0229,1.1235,66.35,1.11,12.945,15.9,危险
EQ005,86,215.0,1.1011,0.0237,1.1469,66.77,1.1,13.005,14.4,危险
EQ005,87,217.5,1.1091,0.0233,1.1469,67.2,1.25,13.065,13.7,危险
EQ005,88,220.0,1.1205,0.0283,1.1828,67.51,1.27,13.149,11.6,危险
EQ005,89,222.5,1.13,0.0319,1.1841,67.91,1.3,13.201,10.9,危险
EQ005,90,225.0,1.1384,0.0337,1.1841,68.38,1.28,13.262,10.2,危险
EQ005,91,227.5,1.1467,0.032,1.1841,68.74,1.16,13.3,9.7,危险
EQ005,92,230.0,1.1577,0.0325,1.2092,69.12,1.1,13.361,8.4,危险
EQ005,93,232.5,1.1669,0.0291,1.2092,69.51,1.05,13.398,7.9,危险
EQ005,94,235.0,1.1779,0.0313,1.2335,69.88,1.01,13.459,7.3,危险
EQ005,95,237.5,1.1884,0.0282,1.2335,70.29,1.09,13.506,6.7,危险
EQ005,96,240.0,1.1989,0.0302,1.2515,70.64,1.06,13.559,6.1,危险
EQ005,97,242.5,1.2094,0.0273,1.2515,70.98,1.18,13.624,5.4,危险
EQ005,98,245.0,1.2187,0.0322,1.2762,71.34,1.06,13.666,4.9,危险
EQ005,99,247.5,1.2265,0.0323,1.2762,71.71,1.11,13.721,4.3,危险
EQ005,100,250.0,1.2348,0.0309,1.2762,71.99,1.11,13.771,3.8,危险
EQ005,101,252.5,1.2464,0.0284,1.2922,72.35,0.95,13.829,3.1,危险
EQ005,102,255.0,1.2562,0.0308,1.3076,72.71,0.94,13.866,2.6,危险
EQ005,103,257.5,1.2691,0.0301,1.3255,73.14,1.09,13.93,1.9,危险
EQ005,104,260.0,1.2777,0.0309,1.3255,73.53,1.1,13.978,1.4,危险
EQ005,105,262.5,1.2883,0.0299,1.3335,73.88,1.21,14.007,0.9,危险
EQ005,106,265.0,1.2989,0.0337,1.3579,74.26,1.19,14.053,0.6,危险
EQ005,107,267.5,1.3095,0.0327,1.3579,74.59,1.23,14.079,0.3,危险
EQ005,108,270.0,1.3198,0.0366,1.3795,74.99,1.18,14.134,0.0,危险
EQ005,109,272.5,1.3319,0.0358,1.384,75.29,1.15,14.187,0.0,危险
EQ005,110,275.0,1.3435,0.0311,1.384,75.74,1.12,14.226,0.0,危险
EQ005,111,277.5,1.3536,0.0292,1.3933,76.13,0.96,14.28,0.0,危险
EQ005,112,280.0,1.3637,0.029,1.4089,76.48,0.86,14.334,0.0,危险
EQ005,113,282.5,1.3724,0.0294,1.413,76.75,0.91,14.398,0.0,危险
EQ005,114,285.0,1.3826,0.0265,1.4203,76.98,0.81,14.451,0.0,危险
EQ005,115,287.5,1.3916,0.0234,1.4235,77.25,0.82,14.51,0.0,危险
EQ005,116,290.0,1.4003,0.0253,1.4449,77.67,1.06,14.569,0.0,危险
EQ005,117,292.5,1.4097,0.0237,1.4476,78.06,1.16,14.632,0.0,危险
EQ005,118,295.0,1.4174,0.0251,1.4566,78.38,1.16,14.668,0.0,危险
EQ005,119,297.5,1.4259,0.0268,1.4696,78.8,1.18,14.717,0.0,危险
EQ005,120,300.0,1.4357,0.0267,1.4792,79.09,1.24,14.792,0.0,危险
EQ006,10,25.0,0.3197,0.0303,0.3659,35.34,1.22,7.965,97.3,正常
EQ006,11,27.5,0.3305,0.0281,0.373,35.78,1.38,8.013,96.6,正常
EQ006,12,30.0,0.3398,0.0252,0.3732,36.24,1.23,8.07,95.9,正常
EQ006,13,32.5,0.3489,0.028,0.3981,36.66,1.3,8.119,94.3,正常
EQ006,14,35.0,0.3564,0.027,0.3981,37.2,1.33,8.18,93.5,正常
EQ006,15,37.5,0.3671,0.0268,0.4149,37.65,1.5,8.224,92.3,正常
EQ006,16,40.0,0.3749,0.0272,0.4149,38.01,1.48,8.262,91.8,正常
EQ006,17,42.5,0.3835,0.0251,0.4155,38.44,1.55,8.302,91.2,正常
EQ006,18,45.0,0.394,0.0254,0.4421,38.94,1.44,8.356,89.5,正常
EQ006,19,47.5,0.4017,0.0253,0.4421,39.49,1.32,8.412,88.7,正常
EQ006,20,50.0,0.4104,0.0265,0.4532,39.89,1.23,8.439,87.8,正常
EQ006,21,52.5,0.4183,0.026,0.4532,40.34,1.37,8.483,87.2,正常
EQ006,22,55.0,0.4284,0.0261,0.4739,40.84,1.28,8.513,85.9,正常
EQ006,23,57.5,0.4369,0.0285,0.4831,41.29,1.26,8.551,84.9,正常
EQ006,24,60.0,0.4501,0.0326,0.5191,41.58,1.2,8.594,83.1,正常
EQ006,25,62.5,0.4584,0.0331,0.5191,41.96,1.3,8.658,82.4,正常
EQ006,26,65.0,0.4674,0.0313,0.5191,42.43,1.19,8.684,81.9,正常
EQ006,27,67.5,0.4783,0.0303,0.5241,42.84,1.2,8.725,81.1,正常
EQ006,28,70.0,0.4879,0.0324,0.5378,43.27,1.18,8.781,80.0,正常
EQ006,29,72.5,0.497,0.0292,0.5378,43.62,1.17,8.831,79.4,正常
EQ006,30,75.0,0.5077,0.0307,0.56,44.05,1.07,8.895,77.9,正常
EQ006,31,77.5,0.5171,0.0262,0.56,44.45,1.25,8.957,77.2,正常
EQ006,32,80.0,0.528,0.0287,0.5835,44.8,1.24,9.011,75.7,正常
EQ006,33,82.5,0.5373,0.0276,0.5835,45.21,1.34,9.056,75.1,正常
EQ006,34,85.0,0.5427,0.0288,0.5835,45.74,1.26,9.1,74.4,正常
EQ006,35,87.5,0.5512,0.0268,0.5835,46.19,1.37,9.153,73.8,正常
EQ006,36,90.0,0.5613,0.0251,0.6022,46.61,1.35,9.219,72.4,正常
EQ006,37,92.5,0.569,0.0243,0.6022,47.03,1.33,9.244,71.9,正常
EQ006,38,95.0,0.578,0.0276,0.6281,47.38,1.25,9.302,70.3,正常
EQ006,39,97.5,0.5878,0.0252,0.6281,47.83,1.16,9.334,69.7,关注
EQ006,40,100.0,0.5953,0.0269,0.6348,48.32,1.23,9.361,68.9,关注
EQ006,41,102.5,0.6067,0.0276,0.6597,48.71,1.29,9.393,67.5,关注
EQ006,42,105.0,0.6129,0.0286,0.6597,49.24,1.3,9.435,66.8,关注
EQ006,43,107.5,0.6207,0.0281,0.6597,49.69,1.36,9.486,66.2,关注
EQ006,44,110.0,0.6298,0.0261,0.6652,50.09,1.36,9.519,65.5,关注
EQ006,45,112.5,0.6411,0.0274,0.6947,50.5,1.45,9.561,63.8,关注
EQ006,46,115.0,0.6505,0.0286,0.6966,51.0,1.51,9.604,63.1,关注
EQ006,47,117.5,0.6594,0.0257,0.6966,51.44,1.47,9.684,62.2,关注
EQ006,48,120.0,0.6667,0.0261,0.7012,51.91,1.23,9.723,61.5,关注
EQ006,49,122.5,0.6762,0.0266,0.72,52.31,1.05,9.783,60.1,关注
EQ006,50,125.0,0.688,0.0314,0.753,52.69,1.08,9.843,58.3,关注
EQ006,51,127.5,0.6944,0.0315,0.753,53.11,1.04,9.908,57.5,关注
EQ006,52,130.0,0.7051,0.0313,0.753,53.47,1.09,9.958,57.0,关注
EQ006,53,132.5,0.7144,0.0283,0.753,53.89,1.18,10.009,56.3,关注
EQ006,54,135.0,0.723,0.0249,0.753,54.37,1.26,10.069,55.6,关注
EQ006,55,137.5,0.7325,0.0299,0.7898,54.7,1.21,10.101,53.8,关注
EQ006,56,140.0,0.7412,0.0308,0.7898,55.07,1.32,10.162,53.1,关注
EQ006,57,142.5,0.7523,0.0305,0.8013,55.47,1.32,10.184,52.2,关注
EQ006,58,145.0,0.7637,0.0307,0.8157,55.88,1.24,10.241,51.1,关注
EQ006,59,147.5,0.7727,0.0297,0.8157,56.4,1.27,10.284,50.4,关注
EQ006,60,150.0,0.7795,0.032,0.8205,56.8,1.22,10.336,49.6,预警
EQ006,61,152.5,0.7906,0.03,0.8353,57.22,1.23,10.369,48.5,预警
EQ006,62,155.0,0.7992,0.0302,0.8386,57.65,1.21,10.403,47.8,预警
EQ006,63,157.5,0.81,0.0286,0.854,58.01,1.19,10.434,46.8,预警
EQ006,64,160.0,0.819,0.0222,0.854,58.3,1.2,10.465,46.4,预警
EQ006,65,162.5,0.8261,0.023,0.8608,58.86,1.29,10.519,45.3,预警
EQ006,66,165.0,0.8357,0.0231,0.8788,59.28,1.35,10.553,44.1,预警
EQ006,67,167.5,0.8441,0.0244,0.8855,59.67,1.28,10.619,43.2,预警
EQ006,68,170.0,0.8539,0.03,0.9136,60.06,1.12,10.645,41.7,预警
EQ006,69,172.5,0.8631,0.0292,0.9136,60.39,1.2,10.69,41.2,预警
EQ006,70,175.0,0.8717,0.0281,0.9136,60.92,1.39,10.75,40.4,预警
EQ006,71,177.5,0.8807,0.0293,0.9252,61.39,1.48,10.81,39.2,预警
EQ006,72,180.0,0.8895,0.0286,0.9267,61.78,1.46,10.875,38.5,预警
EQ006,73,182.5,0.8991,0.0311,0.9501,62.25,1.42,10.918,37.0,预警
EQ006,74,185.0,0.9092,0.027,0.9501,62.75,1.28,10.975,36.3,预警
EQ006,75,187.5,0.9211,0.0291,0.9796,63.04,1.31,11.03,34.6,预警
EQ006,76,190.0,0.9316,0.0309,0.984,63.54,1.52,11.073,33.8,预警
